dataset_ID;gene_symbol;HGNC_updated;system;stress_type;technique;consensus;comb_technique;consensus_comb_technique (+1 reward);consensus_class
SKNBE_ars_G3BP1_bp_FUS-P525L;RO60;WAHR;SK-N-BE;arsenite;bp;8;bp_pl_fanci;9;medium
HEK293T_sorb_G3BP1_pl_wt;RO60;WAHR;HEK293T;sorbitol;pl;8;bp_pl_fanci;9;medium
U2OS_ars_G3BP1_bp_wt;ROBO1;WAHR;U-2 OS;arsenite;bp;4;bp_fanci;5;medium
U2OS_sorb_PABPC1_bp_wt;ROBO1;WAHR;U-2 OS;sorbitol;bp;4;bp_fanci;5;medium
U2OS_sorb_PABPC1_bp_G3BPko;ROBO1;WAHR;U-2 OS;sorbitol;bp;4;bp_fanci;5;medium
HeLa_UV_G3BP1_fanci_wt;ROBO1;WAHR;HeLa;UV-light;fanci;4;bp_fanci;5;medium
HeLa_UV_G3BP1_fanci_wt;ROBO2;WAHR;HeLa;UV-light;fanci;1;fanci;1;low
Tcell_stim_G3BP1_bp_wt;ROCK1;WAHR;T cell;stimulation;bp;10;bp_fanci;11;high
U2OS_ars_G3BP1_bp_wt;ROCK1;WAHR;U-2 OS;arsenite;bp;10;bp_fanci;11;high
U2OS_ars_PABPC1_bp_wt;ROCK1;WAHR;U-2 OS;arsenite;bp;10;bp_fanci;11;high
HeLa_ars_G3BP1_bp_wt;ROCK1;WAHR;HeLa;arsenite;bp;10;bp_fanci;11;high
HeLa_ars_G3BP1_fanci_wt;ROCK1;WAHR;HeLa;arsenite;fanci;10;bp_fanci;11;high
HeLa_heat_G3BP1_fanci_wt;ROCK1;WAHR;HeLa;heatshock;fanci;10;bp_fanci;11;high
HeLa_osm_G3BP1_fanci_wt;ROCK1;WAHR;HeLa;osmosis;fanci;10;bp_fanci;11;high
HeLa_UV_G3BP1_fanci_wt;ROCK1;WAHR;HeLa;UV-light;fanci;10;bp_fanci;11;high
SKNBE_ars_G3BP1_bp_FUS-P525L;ROCK1;WAHR;SK-N-BE;arsenite;bp;10;bp_fanci;11;high
SMMC_ars_G3BP1_bp_wt;ROCK1;WAHR;SMMC-7721;arsenite;bp;10;bp_fanci;11;high
SMMC_ars_G3BP1_bp_wt;ROCK1P1;WAHR;SMMC-7721;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;ROCK2;WAHR;T cell;stimulation;bp;14;bp_fanci;15;high
U2OS_ars_G3BP1_bp_wt;ROCK2;WAHR;U-2 OS;arsenite;bp;14;bp_fanci;15;high
U2OS_ars_PABPC1_bp_wt;ROCK2;WAHR;U-2 OS;arsenite;bp;14;bp_fanci;15;high
U2OS_sorb_PABPC1_bp_wt;ROCK2;WAHR;U-2 OS;sorbitol;bp;14;bp_fanci;15;high
U2OS_sorb_PABPC1_bp_G3BPko;ROCK2;WAHR;U-2 OS;sorbitol;bp;14;bp_fanci;15;high
U2OS_sorb_G3BP1_bp_wt;ROCK2;WAHR;U-2 OS;sorbitol;bp;14;bp_fanci;15;high
HeLa_ars_G3BP1_bp_wt;ROCK2;WAHR;HeLa;arsenite;bp;14;bp_fanci;15;high
HeLa_ars_G3BP1_fanci_wt;ROCK2;WAHR;HeLa;arsenite;fanci;14;bp_fanci;15;high
HeLa_heat_G3BP1_fanci_wt;ROCK2;WAHR;HeLa;heatshock;fanci;14;bp_fanci;15;high
HeLa_osm_G3BP1_fanci_wt;ROCK2;WAHR;HeLa;osmosis;fanci;14;bp_fanci;15;high
HeLa_UV_G3BP1_fanci_wt;ROCK2;WAHR;HeLa;UV-light;fanci;14;bp_fanci;15;high
SKNBE_ars_G3BP1_bp_FUS;ROCK2;WAHR;SK-N-BE;arsenite;bp;14;bp_fanci;15;high
SKNBE_ars_G3BP1_bp_FUS-P525L;ROCK2;WAHR;SK-N-BE;arsenite;bp;14;bp_fanci;15;high
SMMC_ars_G3BP1_bp_wt;ROCK2;WAHR;SMMC-7721;arsenite;bp;14;bp_fanci;15;high
HEK293T_hip_elF4A1_pl_wt;ROGDI;WAHR;HEK293T;hippuristanol;pl;1;pl;1;low
Tcell_stim_G3BP1_bp_wt;ROR1;WAHR;T cell;stimulation;bp;8;bp;8;medium
U2OS_ars_G3BP1_bp_wt;ROR1;WAHR;U-2 OS;arsenite;bp;8;bp;8;medium
U2OS_ars_PABPC1_bp_wt;ROR1;WAHR;U-2 OS;arsenite;bp;8;bp;8;medium
U2OS_sorb_PABPC1_bp_wt;ROR1;WAHR;U-2 OS;sorbitol;bp;8;bp;8;medium
U2OS_sorb_PABPC1_bp_G3BPko;ROR1;WAHR;U-2 OS;sorbitol;bp;8;bp;8;medium
U2OS_virus_G3BP1_bp_wt;ROR1;WAHR;U-2 OS;virus;bp;8;bp;8;medium
SKNBE_ars_G3BP1_bp_FUS;ROR1;WAHR;SK-N-BE;arsenite;bp;8;bp;8;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;ROR1;WAHR;SK-N-BE;arsenite;bp;8;bp;8;medium
SKNBE_ars_G3BP1_bp_FUS;ROR2;WAHR;SK-N-BE;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;RORA;WAHR;T cell;stimulation;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;RORA;WAHR;SK-N-BE;arsenite;bp;2;bp;2;low
U2OS_ars_G3BP1_bp_wt;RP1-178F10.3;FALSCH;U-2 OS;arsenite;bp;5;bp;5;medium
U2OS_ars_PABPC1_bp_wt;RP1-178F10.3;FALSCH;U-2 OS;arsenite;bp;5;bp;5;medium
U2OS_sorb_PABPC1_bp_wt;RP1-178F10.3;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_sorb_PABPC1_bp_G3BPko;RP1-178F10.3;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_sorb_G3BP1_bp_wt;RP1-178F10.3;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_ars_G3BP1_bp_wt;RP1-228H13.5;FALSCH;U-2 OS;arsenite;bp;3;bp;3;low
U2OS_sorb_PABPC1_bp_G3BPko;RP1-228H13.5;FALSCH;U-2 OS;sorbitol;bp;3;bp;3;low
U2OS_sorb_G3BP1_bp_wt;RP1-228H13.5;FALSCH;U-2 OS;sorbitol;bp;3;bp;3;low
U2OS_sorb_G3BP1_bp_wt;RP1-283E3.4;FALSCH;U-2 OS;sorbitol;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP1-59D14.1;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-1002K11.1;FALSCH;U-2 OS;arsenite;bp;3;bp;3;low
U2OS_ars_PABPC1_bp_wt;RP11-1002K11.1;FALSCH;U-2 OS;arsenite;bp;3;bp;3;low
U2OS_sorb_PABPC1_bp_G3BPko;RP11-1002K11.1;FALSCH;U-2 OS;sorbitol;bp;3;bp;3;low
U2OS_sorb_G3BP1_bp_wt;RP11-1023L17.1;FALSCH;U-2 OS;sorbitol;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-107F6.3;FALSCH;U-2 OS;arsenite;bp;3;bp;3;low
U2OS_ars_PABPC1_bp_wt;RP11-107F6.3;FALSCH;U-2 OS;arsenite;bp;3;bp;3;low
U2OS_sorb_PABPC1_bp_wt;RP11-107F6.3;FALSCH;U-2 OS;sorbitol;bp;3;bp;3;low
U2OS_sorb_PABPC1_bp_G3BPko;RP11-1094M14.7;FALSCH;U-2 OS;sorbitol;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-1100L3.4;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-1109M24.11;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-1109M24.9;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-114M5.1;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_sorb_G3BP1_bp_wt;RP11-119F19.2;FALSCH;U-2 OS;sorbitol;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-123O10.4;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-126F18.2;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
HeLa_ars_G3BP1_bp_wt;RP11-12A20.7;FALSCH;HeLa;arsenite;bp;2;bp;2;low
HeLa_ars_G3BP1_bp_NAT10ko;RP11-12A20.7;FALSCH;HeLa;arsenite;bp;2;bp;2;low
U2OS_ars_G3BP1_bp_wt;RP11-134G8.8;FALSCH;U-2 OS;arsenite;bp;2;bp;2;low
U2OS_sorb_PABPC1_bp_wt;RP11-134G8.8;FALSCH;U-2 OS;sorbitol;bp;2;bp;2;low
U2OS_ars_G3BP1_bp_wt;RP11-13J10.1;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_sorb_G3BP1_bp_wt;RP11-142L4.2;FALSCH;U-2 OS;sorbitol;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-145M9.4;FALSCH;U-2 OS;arsenite;bp;4;bp;4;medium
U2OS_ars_PABPC1_bp_wt;RP11-145M9.4;FALSCH;U-2 OS;arsenite;bp;4;bp;4;medium
U2OS_sorb_PABPC1_bp_wt;RP11-145M9.4;FALSCH;U-2 OS;sorbitol;bp;4;bp;4;medium
U2OS_sorb_G3BP1_bp_wt;RP11-145M9.4;FALSCH;U-2 OS;sorbitol;bp;4;bp;4;medium
HEK293T_sorb_G3BP1_pl_wt;RP11-156E6.1;FALSCH;HEK293T;sorbitol;pl;1;pl;1;low
U2OS_ars_PABPC1_bp_wt;RP11-15H20.5;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-173P15.5;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-175O19.4;FALSCH;U-2 OS;arsenite;bp;5;bp;5;medium
U2OS_ars_PABPC1_bp_wt;RP11-175O19.4;FALSCH;U-2 OS;arsenite;bp;5;bp;5;medium
U2OS_sorb_PABPC1_bp_wt;RP11-175O19.4;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_sorb_PABPC1_bp_G3BPko;RP11-175O19.4;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_sorb_G3BP1_bp_wt;RP11-175O19.4;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_ars_PABPC1_bp_wt;RP11-180P8.1;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-215G15.5;FALSCH;U-2 OS;arsenite;bp;5;bp;5;medium
U2OS_ars_PABPC1_bp_wt;RP11-215G15.5;FALSCH;U-2 OS;arsenite;bp;5;bp;5;medium
U2OS_sorb_PABPC1_bp_wt;RP11-215G15.5;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_sorb_PABPC1_bp_G3BPko;RP11-215G15.5;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_sorb_G3BP1_bp_wt;RP11-215G15.5;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_sorb_PABPC1_bp_G3BPko;RP11-220I1.1;FALSCH;U-2 OS;sorbitol;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-23P13.7;FALSCH;U-2 OS;arsenite;bp;2;bp;2;low
U2OS_ars_PABPC1_bp_wt;RP11-23P13.7;FALSCH;U-2 OS;arsenite;bp;2;bp;2;low
U2OS_ars_G3BP1_bp_wt;RP11-244B22.11;FALSCH;U-2 OS;arsenite;bp;2;bp;2;low
U2OS_ars_PABPC1_bp_wt;RP11-244B22.11;FALSCH;U-2 OS;arsenite;bp;2;bp;2;low
U2OS_ars_G3BP1_bp_wt;RP11-244B22.13;FALSCH;U-2 OS;arsenite;bp;4;bp;4;medium
U2OS_ars_PABPC1_bp_wt;RP11-244B22.13;FALSCH;U-2 OS;arsenite;bp;4;bp;4;medium
U2OS_sorb_PABPC1_bp_wt;RP11-244B22.13;FALSCH;U-2 OS;sorbitol;bp;4;bp;4;medium
U2OS_sorb_G3BP1_bp_wt;RP11-244B22.13;FALSCH;U-2 OS;sorbitol;bp;4;bp;4;medium
U2OS_ars_G3BP1_bp_wt;RP11-244K5.8;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-252A24.7;FALSCH;U-2 OS;arsenite;bp;5;bp;5;medium
U2OS_ars_PABPC1_bp_wt;RP11-252A24.7;FALSCH;U-2 OS;arsenite;bp;5;bp;5;medium
U2OS_sorb_PABPC1_bp_wt;RP11-252A24.7;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_sorb_PABPC1_bp_G3BPko;RP11-252A24.7;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_sorb_G3BP1_bp_wt;RP11-252A24.7;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_ars_G3BP1_bp_wt;RP11-252I13.1;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-253E3.3;FALSCH;U-2 OS;arsenite;bp;5;bp;5;medium
U2OS_ars_PABPC1_bp_wt;RP11-253E3.3;FALSCH;U-2 OS;arsenite;bp;5;bp;5;medium
U2OS_sorb_PABPC1_bp_wt;RP11-253E3.3;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_sorb_PABPC1_bp_G3BPko;RP11-253E3.3;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_sorb_G3BP1_bp_wt;RP11-253E3.3;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_ars_G3BP1_bp_wt;RP11-259N19.1;FALSCH;U-2 OS;arsenite;bp;2;bp;2;low
U2OS_ars_PABPC1_bp_wt;RP11-259N19.1;FALSCH;U-2 OS;arsenite;bp;2;bp;2;low
U2OS_ars_G3BP1_bp_wt;RP11-274B21.1;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-284F21.10;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-296E7.1;FALSCH;U-2 OS;arsenite;bp;5;bp;5;medium
U2OS_ars_PABPC1_bp_wt;RP11-296E7.1;FALSCH;U-2 OS;arsenite;bp;5;bp;5;medium
U2OS_sorb_PABPC1_bp_wt;RP11-296E7.1;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_sorb_PABPC1_bp_G3BPko;RP11-296E7.1;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_sorb_G3BP1_bp_wt;RP11-296E7.1;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_ars_G3BP1_bp_wt;RP11-296I10.3;FALSCH;U-2 OS;arsenite;bp;4;bp;4;medium
U2OS_ars_PABPC1_bp_wt;RP11-296I10.3;FALSCH;U-2 OS;arsenite;bp;4;bp;4;medium
U2OS_sorb_PABPC1_bp_wt;RP11-296I10.3;FALSCH;U-2 OS;sorbitol;bp;4;bp;4;medium
U2OS_sorb_G3BP1_bp_wt;RP11-296I10.3;FALSCH;U-2 OS;sorbitol;bp;4;bp;4;medium
U2OS_ars_G3BP1_bp_wt;RP11-299J3.8;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-2C24.6;FALSCH;U-2 OS;arsenite;bp;3;bp;3;low
U2OS_ars_PABPC1_bp_wt;RP11-2C24.6;FALSCH;U-2 OS;arsenite;bp;3;bp;3;low
U2OS_sorb_PABPC1_bp_wt;RP11-2C24.6;FALSCH;U-2 OS;sorbitol;bp;3;bp;3;low
U2OS_ars_PABPC1_bp_wt;RP11-2F9.3;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-313J2.1;FALSCH;U-2 OS;arsenite;bp;4;bp;4;medium
U2OS_ars_PABPC1_bp_wt;RP11-313J2.1;FALSCH;U-2 OS;arsenite;bp;4;bp;4;medium
U2OS_sorb_PABPC1_bp_wt;RP11-313J2.1;FALSCH;U-2 OS;sorbitol;bp;4;bp;4;medium
U2OS_sorb_PABPC1_bp_G3BPko;RP11-313J2.1;FALSCH;U-2 OS;sorbitol;bp;4;bp;4;medium
U2OS_ars_G3BP1_bp_wt;RP11-325O24.2;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-325O24.5;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-32B5.1;FALSCH;U-2 OS;arsenite;bp;3;bp;3;low
U2OS_sorb_PABPC1_bp_wt;RP11-32B5.1;FALSCH;U-2 OS;sorbitol;bp;3;bp;3;low
U2OS_sorb_PABPC1_bp_G3BPko;RP11-32B5.1;FALSCH;U-2 OS;sorbitol;bp;3;bp;3;low
U2OS_ars_G3BP1_bp_wt;RP11-335O4.3;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-33O4.1;FALSCH;U-2 OS;arsenite;bp;3;bp;3;low
U2OS_sorb_PABPC1_bp_wt;RP11-33O4.1;FALSCH;U-2 OS;sorbitol;bp;3;bp;3;low
U2OS_sorb_PABPC1_bp_G3BPko;RP11-33O4.1;FALSCH;U-2 OS;sorbitol;bp;3;bp;3;low
U2OS_ars_G3BP1_bp_wt;RP11-342K6.1;FALSCH;U-2 OS;arsenite;bp;2;bp;2;low
U2OS_sorb_G3BP1_bp_wt;RP11-342K6.1;FALSCH;U-2 OS;sorbitol;bp;2;bp;2;low
U2OS_sorb_G3BP1_bp_wt;RP11-349K21.1;FALSCH;U-2 OS;sorbitol;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-350G24.2;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-360F5.3;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_sorb_PABPC1_bp_G3BPko;RP11-365O16.1;FALSCH;U-2 OS;sorbitol;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-367J7.4;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-368M16.5;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-368M16.6;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-368M16.7;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-368M16.8;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-368M16.9;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-368P15.3;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-379H18.1;FALSCH;U-2 OS;arsenite;bp;2;bp;2;low
U2OS_sorb_PABPC1_bp_G3BPko;RP11-379H18.1;FALSCH;U-2 OS;sorbitol;bp;2;bp;2;low
U2OS_ars_G3BP1_pl_wt;RP11-382A20.3;FALSCH;U-2 OS;arsenite;pl;1;pl;1;low
U2OS_ars_G3BP1_bp_wt;RP11-393M11.2;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-395C3.1;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-424C20.2;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-427H3.3;FALSCH;U-2 OS;arsenite;bp;5;bp;5;medium
U2OS_ars_PABPC1_bp_wt;RP11-427H3.3;FALSCH;U-2 OS;arsenite;bp;5;bp;5;medium
U2OS_sorb_PABPC1_bp_wt;RP11-427H3.3;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_sorb_PABPC1_bp_G3BPko;RP11-427H3.3;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_sorb_G3BP1_bp_wt;RP11-427H3.3;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_ars_G3BP1_bp_wt;RP11-432J22.2;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-438J1.1;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-443N24.1;FALSCH;U-2 OS;arsenite;bp;2;bp;2;low
U2OS_ars_PABPC1_bp_wt;RP11-443N24.1;FALSCH;U-2 OS;arsenite;bp;2;bp;2;low
U2OS_sorb_G3BP1_bp_wt;RP11-452F19.3;FALSCH;U-2 OS;sorbitol;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-462G22.2;FALSCH;U-2 OS;arsenite;bp;2;bp;2;low
U2OS_sorb_PABPC1_bp_wt;RP11-462G22.2;FALSCH;U-2 OS;sorbitol;bp;2;bp;2;low
U2OS_sorb_PABPC1_bp_G3BPko;RP11-46C24.7;FALSCH;U-2 OS;sorbitol;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-473I1.10;FALSCH;U-2 OS;arsenite;bp;4;bp;4;medium
U2OS_ars_PABPC1_bp_wt;RP11-473I1.10;FALSCH;U-2 OS;arsenite;bp;4;bp;4;medium
U2OS_sorb_PABPC1_bp_wt;RP11-473I1.10;FALSCH;U-2 OS;sorbitol;bp;4;bp;4;medium
U2OS_sorb_G3BP1_bp_wt;RP11-473I1.10;FALSCH;U-2 OS;sorbitol;bp;4;bp;4;medium
U2OS_ars_PABPC1_bp_wt;RP11-473I1.5;FALSCH;U-2 OS;arsenite;bp;2;bp;2;low
U2OS_sorb_PABPC1_bp_wt;RP11-473I1.5;FALSCH;U-2 OS;sorbitol;bp;2;bp;2;low
U2OS_ars_G3BP1_bp_wt;RP11-473I1.9;FALSCH;U-2 OS;arsenite;bp;4;bp;4;medium
U2OS_ars_PABPC1_bp_wt;RP11-473I1.9;FALSCH;U-2 OS;arsenite;bp;4;bp;4;medium
U2OS_sorb_PABPC1_bp_wt;RP11-473I1.9;FALSCH;U-2 OS;sorbitol;bp;4;bp;4;medium
U2OS_sorb_G3BP1_bp_wt;RP11-473I1.9;FALSCH;U-2 OS;sorbitol;bp;4;bp;4;medium
U2OS_ars_G3BP1_bp_wt;RP11-473N11.2;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_PABPC1_bp_wt;RP11-47A8.5;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-498C9.15;FALSCH;U-2 OS;arsenite;bp;5;bp;5;medium
U2OS_ars_PABPC1_bp_wt;RP11-498C9.15;FALSCH;U-2 OS;arsenite;bp;5;bp;5;medium
U2OS_sorb_PABPC1_bp_wt;RP11-498C9.15;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_sorb_PABPC1_bp_G3BPko;RP11-498C9.15;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_sorb_G3BP1_bp_wt;RP11-498C9.15;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_ars_G3BP1_bp_wt;RP11-49C24.1;FALSCH;U-2 OS;arsenite;bp;3;bp;3;low
U2OS_ars_PABPC1_bp_wt;RP11-49C24.1;FALSCH;U-2 OS;arsenite;bp;3;bp;3;low
U2OS_sorb_PABPC1_bp_wt;RP11-49C24.1;FALSCH;U-2 OS;sorbitol;bp;3;bp;3;low
U2OS_ars_G3BP1_bp_wt;RP11-509E16.1;FALSCH;U-2 OS;arsenite;bp;4;bp;4;medium
U2OS_ars_PABPC1_bp_wt;RP11-509E16.1;FALSCH;U-2 OS;arsenite;bp;4;bp;4;medium
U2OS_sorb_PABPC1_bp_wt;RP11-509E16.1;FALSCH;U-2 OS;sorbitol;bp;4;bp;4;medium
U2OS_sorb_G3BP1_bp_wt;RP11-509E16.1;FALSCH;U-2 OS;sorbitol;bp;4;bp;4;medium
U2OS_ars_G3BP1_bp_wt;RP11-50B3.1;FALSCH;U-2 OS;arsenite;bp;4;bp;4;medium
U2OS_ars_PABPC1_bp_wt;RP11-50B3.1;FALSCH;U-2 OS;arsenite;bp;4;bp;4;medium
U2OS_sorb_PABPC1_bp_wt;RP11-50B3.1;FALSCH;U-2 OS;sorbitol;bp;4;bp;4;medium
U2OS_sorb_G3BP1_bp_wt;RP11-50B3.1;FALSCH;U-2 OS;sorbitol;bp;4;bp;4;medium
U2OS_sorb_PABPC1_bp_wt;RP11-517P14.2;FALSCH;U-2 OS;sorbitol;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-528A10.1;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-548H3.1;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-54F2.1;FALSCH;U-2 OS;arsenite;bp;4;bp;4;medium
U2OS_ars_PABPC1_bp_wt;RP11-54F2.1;FALSCH;U-2 OS;arsenite;bp;4;bp;4;medium
U2OS_sorb_PABPC1_bp_wt;RP11-54F2.1;FALSCH;U-2 OS;sorbitol;bp;4;bp;4;medium
U2OS_sorb_G3BP1_bp_wt;RP11-54F2.1;FALSCH;U-2 OS;sorbitol;bp;4;bp;4;medium
U2OS_ars_G3BP1_bp_wt;RP11-553L6.5;FALSCH;U-2 OS;arsenite;bp;5;bp;5;medium
U2OS_ars_PABPC1_bp_wt;RP11-553L6.5;FALSCH;U-2 OS;arsenite;bp;5;bp;5;medium
U2OS_sorb_PABPC1_bp_wt;RP11-553L6.5;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_sorb_PABPC1_bp_G3BPko;RP11-553L6.5;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_sorb_G3BP1_bp_wt;RP11-553L6.5;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_ars_PABPC1_bp_wt;RP11-564C4.6;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-566E18.3;FALSCH;U-2 OS;arsenite;bp;5;bp;5;medium
U2OS_ars_PABPC1_bp_wt;RP11-566E18.3;FALSCH;U-2 OS;arsenite;bp;5;bp;5;medium
U2OS_sorb_PABPC1_bp_wt;RP11-566E18.3;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_sorb_PABPC1_bp_G3BPko;RP11-566E18.3;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_sorb_G3BP1_bp_wt;RP11-566E18.3;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
U2OS_ars_G3BP1_bp_wt;RP11-566F5.1;FALSCH;U-2 OS;arsenite;bp;2;bp;2;low
U2OS_sorb_PABPC1_bp_wt;RP11-566F5.1;FALSCH;U-2 OS;sorbitol;bp;2;bp;2;low
U2OS_ars_G3BP1_bp_wt;RP11-572C15.6;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;RP11-582J16.5;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
