dataset_ID;gene_symbol;HGNC_updated;system;stress_type;technique;consensus;comb_technique;consensus_comb_technique (+1 reward);consensus_class
SKNBE_ars_G3BP1_bp_FUS;KLC1;WAHR;SK-N-BE;arsenite;bp;5;bp_fanci;6;medium
SMMC_ars_G3BP1_bp_wt;KLC1;WAHR;SMMC-7721;arsenite;bp;5;bp_fanci;6;medium
HEK293T_heat_elF4A1_pl_wt;KLC2;WAHR;HEK293T;heatshock;pl;2;pl;2;low
HEK293T_hip_elF4A1_pl_wt;KLC2;WAHR;HEK293T;hippuristanol;pl;2;pl;2;low
Tcell_stim_G3BP1_bp_wt;KLC4;WAHR;T cell;stimulation;bp;2;bp;2;low
SMMC_ars_G3BP1_bp_wt;KLC4;WAHR;SMMC-7721;arsenite;bp;2;bp;2;low
U2OS_ars_G3BP1_pl_wt;KLF10;WAHR;U-2 OS;arsenite;pl;6;bp_pl_fanci;7;medium
U2OS_sorb_PABPC1_bp_G3BPko;KLF10;WAHR;U-2 OS;sorbitol;bp;6;bp_pl_fanci;7;medium
HeLa_ars_G3BP1_fanci_wt;KLF10;WAHR;HeLa;arsenite;fanci;6;bp_pl_fanci;7;medium
HeLa_heat_G3BP1_fanci_wt;KLF10;WAHR;HeLa;heatshock;fanci;6;bp_pl_fanci;7;medium
HeLa_osm_G3BP1_fanci_wt;KLF10;WAHR;HeLa;osmosis;fanci;6;bp_pl_fanci;7;medium
HeLa_UV_G3BP1_fanci_wt;KLF10;WAHR;HeLa;UV-light;fanci;6;bp_pl_fanci;7;medium
U2OS_ars_G3BP1_bp_wt;KLF11;WAHR;U-2 OS;arsenite;bp;5;bp_fanci;6;medium
U2OS_sorb_PABPC1_bp_G3BPko;KLF11;WAHR;U-2 OS;sorbitol;bp;5;bp_fanci;6;medium
HeLa_ars_G3BP1_fanci_wt;KLF11;WAHR;HeLa;arsenite;fanci;5;bp_fanci;6;medium
HeLa_heat_G3BP1_fanci_wt;KLF11;WAHR;HeLa;heatshock;fanci;5;bp_fanci;6;medium
HeLa_osm_G3BP1_fanci_wt;KLF11;WAHR;HeLa;osmosis;fanci;5;bp_fanci;6;medium
U2OS_ars_G3BP1_bp_wt;KLF12;WAHR;U-2 OS;arsenite;bp;7;bp_fanci;8;medium
U251_ars_G3BP1_bp_wt;KLF12;WAHR;U251;arsenite;bp;7;bp_fanci;8;medium
HeLa_ars_G3BP1_fanci_wt;KLF12;WAHR;HeLa;arsenite;fanci;7;bp_fanci;8;medium
HeLa_heat_G3BP1_fanci_wt;KLF12;WAHR;HeLa;heatshock;fanci;7;bp_fanci;8;medium
HeLa_UV_G3BP1_fanci_wt;KLF12;WAHR;HeLa;UV-light;fanci;7;bp_fanci;8;medium
SKNBE_ars_G3BP1_bp_FUS;KLF12;WAHR;SK-N-BE;arsenite;bp;7;bp_fanci;8;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;KLF12;WAHR;SK-N-BE;arsenite;bp;7;bp_fanci;8;medium
Tcell_stim_G3BP1_bp_wt;KLF13;WAHR;T cell;stimulation;bp;15;bp_fanci;16;high
U2OS_ars__EDC3_bp;KLF13;WAHR;U-2 OS;arsenite;bp;15;bp_fanci;16;high
U2OS_ars_G3BP1_bp_wt;KLF13;WAHR;U-2 OS;arsenite;bp;15;bp_fanci;16;high
U2OS_ars_PABPC1_bp_wt;KLF13;WAHR;U-2 OS;arsenite;bp;15;bp_fanci;16;high
U2OS_sorb_PABPC1_bp_wt;KLF13;WAHR;U-2 OS;sorbitol;bp;15;bp_fanci;16;high
U2OS_sorb_PABPC1_bp_G3BPko;KLF13;WAHR;U-2 OS;sorbitol;bp;15;bp_fanci;16;high
U2OS_sorb_G3BP1_bp_wt;KLF13;WAHR;U-2 OS;sorbitol;bp;15;bp_fanci;16;high
U2OS_virus_G3BP1_bp_wt;KLF13;WAHR;U-2 OS;virus;bp;15;bp_fanci;16;high
HeLa_ars_G3BP1_bp_wt;KLF13;WAHR;HeLa;arsenite;bp;15;bp_fanci;16;high
HeLa_ars_G3BP1_fanci_wt;KLF13;WAHR;HeLa;arsenite;fanci;15;bp_fanci;16;high
HeLa_heat_G3BP1_fanci_wt;KLF13;WAHR;HeLa;heatshock;fanci;15;bp_fanci;16;high
HeLa_osm_G3BP1_fanci_wt;KLF13;WAHR;HeLa;osmosis;fanci;15;bp_fanci;16;high
SKNBE_ars_G3BP1_bp_FUS;KLF13;WAHR;SK-N-BE;arsenite;bp;15;bp_fanci;16;high
SKNBE_ars_G3BP1_bp_FUS-P525L;KLF13;WAHR;SK-N-BE;arsenite;bp;15;bp_fanci;16;high
SMMC_ars_G3BP1_bp_wt;KLF13;WAHR;SMMC-7721;arsenite;bp;15;bp_fanci;16;high
SKNBE_ars_G3BP1_bp_FUS;KLF15;WAHR;SK-N-BE;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;KLF16;WAHR;U-2 OS;arsenite;bp;6;bp_pl_fanci;7;medium
U2OS_ars_PABPC1_bp_wt;KLF16;WAHR;U-2 OS;arsenite;bp;6;bp_pl_fanci;7;medium
U2OS_sorb_PABPC1_bp_wt;KLF16;WAHR;U-2 OS;sorbitol;bp;6;bp_pl_fanci;7;medium
HEK293T_heat_elF4A1_pl_wt;KLF16;WAHR;HEK293T;heatshock;pl;6;bp_pl_fanci;7;medium
HeLa_osm_G3BP1_fanci_wt;KLF16;WAHR;HeLa;osmosis;fanci;6;bp_pl_fanci;7;medium
SMMC_ars_G3BP1_bp_wt;KLF16;WAHR;SMMC-7721;arsenite;bp;6;bp_pl_fanci;7;medium
HeLa_ars_G3BP1_fanci_wt;KLF17;WAHR;HeLa;arsenite;fanci;4;bp_fanci;5;medium
HeLa_heat_G3BP1_fanci_wt;KLF17;WAHR;HeLa;heatshock;fanci;4;bp_fanci;5;medium
HeLa_UV_G3BP1_fanci_wt;KLF17;WAHR;HeLa;UV-light;fanci;4;bp_fanci;5;medium
SMMC_ars_G3BP1_bp_wt;KLF17;WAHR;SMMC-7721;arsenite;bp;4;bp_fanci;5;medium
U2OS_ars_G3BP1_bp_wt;KLF2;WAHR;U-2 OS;arsenite;bp;3;bp_fanci;4;medium
PC3_ars_G3BP1_pl_wt;KLF2;WAHR;PC3;arsenite;bp;3;bp_fanci;4;medium
HeLa_UV_G3BP1_fanci_wt;KLF2;WAHR;HeLa;UV-light;fanci;3;bp_fanci;4;medium
U2OS_sorb_PABPC1_bp_wt;KLF3;WAHR;U-2 OS;sorbitol;bp;7;bp_fanci;8;medium
U2OS_sorb_PABPC1_bp_G3BPko;KLF3;WAHR;U-2 OS;sorbitol;bp;7;bp_fanci;8;medium
HeLa_ars_G3BP1_fanci_wt;KLF3;WAHR;HeLa;arsenite;fanci;7;bp_fanci;8;medium
HeLa_heat_G3BP1_fanci_wt;KLF3;WAHR;HeLa;heatshock;fanci;7;bp_fanci;8;medium
HeLa_osm_G3BP1_fanci_wt;KLF3;WAHR;HeLa;osmosis;fanci;7;bp_fanci;8;medium
HeLa_UV_G3BP1_fanci_wt;KLF3;WAHR;HeLa;UV-light;fanci;7;bp_fanci;8;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;KLF3;WAHR;SK-N-BE;arsenite;bp;7;bp_fanci;8;medium
PC3_ars_G3BP1_pl_wt;KLF4;WAHR;PC3;arsenite;bp;5;bp_fanci;6;medium
HeLa_ars_G3BP1_fanci_wt;KLF4;WAHR;HeLa;arsenite;fanci;5;bp_fanci;6;medium
HeLa_heat_G3BP1_fanci_wt;KLF4;WAHR;HeLa;heatshock;fanci;5;bp_fanci;6;medium
HeLa_osm_G3BP1_fanci_wt;KLF4;WAHR;HeLa;osmosis;fanci;5;bp_fanci;6;medium
HeLa_UV_G3BP1_fanci_wt;KLF4;WAHR;HeLa;UV-light;fanci;5;bp_fanci;6;medium
U2OS_ars_G3BP1_bp_wt;KLF5;WAHR;U-2 OS;arsenite;bp;10;bp_pic_fanci;11;high
U2OS_sorb_PABPC1_bp_wt;KLF5;WAHR;U-2 OS;sorbitol;bp;10;bp_pic_fanci;11;high
U2OS_sorb_PABPC1_bp_G3BPko;KLF5;WAHR;U-2 OS;sorbitol;bp;10;bp_pic_fanci;11;high
U2OS_virus_G3BP1_bp_wt;KLF5;WAHR;U-2 OS;virus;bp;10;bp_pic_fanci;11;high
HeLa_ars_G3BP1_pic_wt;KLF5;WAHR;HeLa;arsenite;pic;10;bp_pic_fanci;11;high
HeLa_ars_G3BP1_fanci_wt;KLF5;WAHR;HeLa;arsenite;fanci;10;bp_pic_fanci;11;high
HeLa_heat_G3BP1_fanci_wt;KLF5;WAHR;HeLa;heatshock;fanci;10;bp_pic_fanci;11;high
HeLa_osm_G3BP1_fanci_wt;KLF5;WAHR;HeLa;osmosis;fanci;10;bp_pic_fanci;11;high
HeLa_UV_G3BP1_fanci_wt;KLF5;WAHR;HeLa;UV-light;fanci;10;bp_pic_fanci;11;high
SMMC_ars_G3BP1_bp_wt;KLF5;WAHR;SMMC-7721;arsenite;bp;10;bp_pic_fanci;11;high
PC3_ars_G3BP1_pl_wt;KLF6;WAHR;PC3;arsenite;bp;5;bp_fanci;6;medium
HeLa_ars_G3BP1_fanci_wt;KLF6;WAHR;HeLa;arsenite;fanci;5;bp_fanci;6;medium
HeLa_heat_G3BP1_fanci_wt;KLF6;WAHR;HeLa;heatshock;fanci;5;bp_fanci;6;medium
HeLa_osm_G3BP1_fanci_wt;KLF6;WAHR;HeLa;osmosis;fanci;5;bp_fanci;6;medium
HeLa_UV_G3BP1_fanci_wt;KLF6;WAHR;HeLa;UV-light;fanci;5;bp_fanci;6;medium
Tcell_stim_G3BP1_bp_wt;KLF7;WAHR;T cell;stimulation;bp;7;bp_fanci;8;medium
U2OS_ars_G3BP1_bp_wt;KLF7;WAHR;U-2 OS;arsenite;bp;7;bp_fanci;8;medium
U2OS_sorb_PABPC1_bp_G3BPko;KLF7;WAHR;U-2 OS;sorbitol;bp;7;bp_fanci;8;medium
HeLa_ars_G3BP1_fanci_wt;KLF7;WAHR;HeLa;arsenite;fanci;7;bp_fanci;8;medium
HeLa_heat_G3BP1_fanci_wt;KLF7;WAHR;HeLa;heatshock;fanci;7;bp_fanci;8;medium
SKNBE_ars_G3BP1_bp_FUS;KLF7;WAHR;SK-N-BE;arsenite;bp;7;bp_fanci;8;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;KLF7;WAHR;SK-N-BE;arsenite;bp;7;bp_fanci;8;medium
SKNBE_ars_G3BP1_bp_FUS;KLF7-IT1;WAHR;SK-N-BE;arsenite;bp;1;bp;1;low
HEK293T_ars_G3BP1_pl_wt;KLF9;WAHR;HEK293T;arsenite;pl;7;bp_pl_fanci;8;medium
U2OS_ars_G3BP1_bp_wt;KLF9;WAHR;U-2 OS;arsenite;bp;7;bp_pl_fanci;8;medium
HeLa_ars_G3BP1_fanci_wt;KLF9;WAHR;HeLa;arsenite;fanci;7;bp_pl_fanci;8;medium
HeLa_heat_G3BP1_fanci_wt;KLF9;WAHR;HeLa;heatshock;fanci;7;bp_pl_fanci;8;medium
HeLa_osm_G3BP1_fanci_wt;KLF9;WAHR;HeLa;osmosis;fanci;7;bp_pl_fanci;8;medium
HeLa_UV_G3BP1_fanci_wt;KLF9;WAHR;HeLa;UV-light;fanci;7;bp_pl_fanci;8;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;KLF9;WAHR;SK-N-BE;arsenite;bp;7;bp_pl_fanci;8;medium
Tcell_stim_G3BP1_bp_wt;KLHDC10;WAHR;T cell;stimulation;bp;8;bp_fanci;9;medium
U2OS_ars_PABPC1_bp_wt;KLHDC10;WAHR;U-2 OS;arsenite;bp;8;bp_fanci;9;medium
HeLa_ars_G3BP1_fanci_wt;KLHDC10;WAHR;HeLa;arsenite;fanci;8;bp_fanci;9;medium
HeLa_heat_G3BP1_fanci_wt;KLHDC10;WAHR;HeLa;heatshock;fanci;8;bp_fanci;9;medium
HeLa_osm_G3BP1_fanci_wt;KLHDC10;WAHR;HeLa;osmosis;fanci;8;bp_fanci;9;medium
HeLa_UV_G3BP1_fanci_wt;KLHDC10;WAHR;HeLa;UV-light;fanci;8;bp_fanci;9;medium
SKNBE_ars_G3BP1_bp_FUS;KLHDC10;WAHR;SK-N-BE;arsenite;bp;8;bp_fanci;9;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;KLHDC10;WAHR;SK-N-BE;arsenite;bp;8;bp_fanci;9;medium
Tcell_stim_G3BP1_bp_wt;KLHDC2;WAHR;T cell;stimulation;bp;3;bp_fanci;4;medium
HeLa_ars_G3BP1_fanci_wt;KLHDC2;WAHR;HeLa;arsenite;fanci;3;bp_fanci;4;medium
HeLa_heat_G3BP1_fanci_wt;KLHDC2;WAHR;HeLa;heatshock;fanci;3;bp_fanci;4;medium
U251_ars_G3BP1_bp_wt;KLHDC3;WAHR;U251;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;KLHDC4;WAHR;T cell;stimulation;bp;3;bp_pl;4;medium
HEK293T_heat_elF4A1_pl_wt;KLHDC4;WAHR;HEK293T;heatshock;pl;3;bp_pl;4;medium
SMMC_ars_G3BP1_bp_wt;KLHDC4;WAHR;SMMC-7721;arsenite;bp;3;bp_pl;4;medium
HeLa_ars_G3BP1_pic_wt;KLHDC8B;WAHR;HeLa;arsenite;pic;1;pic;1;low
PC3_ars_G3BP1_pl_wt;KLHL1;WAHR;PC3;arsenite;bp;1;bp;1;low
HEK293T_sorb_G3BP1_pl_wt;KLHL11;WAHR;HEK293T;sorbitol;pl;8;bp_pl_fanci;9;medium
U2OS_virus_G3BP1_bp_wt;KLHL11;WAHR;U-2 OS;virus;bp;8;bp_pl_fanci;9;medium
HeLa_ars_G3BP1_fanci_wt;KLHL11;WAHR;HeLa;arsenite;fanci;8;bp_pl_fanci;9;medium
HeLa_heat_G3BP1_fanci_wt;KLHL11;WAHR;HeLa;heatshock;fanci;8;bp_pl_fanci;9;medium
HeLa_osm_G3BP1_fanci_wt;KLHL11;WAHR;HeLa;osmosis;fanci;8;bp_pl_fanci;9;medium
HeLa_UV_G3BP1_fanci_wt;KLHL11;WAHR;HeLa;UV-light;fanci;8;bp_pl_fanci;9;medium
SKNBE_ars_G3BP1_bp_FUS;KLHL11;WAHR;SK-N-BE;arsenite;bp;8;bp_pl_fanci;9;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;KLHL11;WAHR;SK-N-BE;arsenite;bp;8;bp_pl_fanci;9;medium
HEK293T_ars_G3BP1_pl_wt;KLHL12;WAHR;HEK293T;arsenite;pl;3;pl_fanci;4;medium
HeLa_ars_G3BP1_fanci_wt;KLHL12;WAHR;HeLa;arsenite;fanci;3;pl_fanci;4;medium
HeLa_heat_G3BP1_fanci_wt;KLHL12;WAHR;HeLa;heatshock;fanci;3;pl_fanci;4;medium
HeLa_UV_G3BP1_fanci_wt;KLHL13;WAHR;HeLa;UV-light;fanci;1;fanci;1;low
HEK293T_sorb_G3BP1_pl_wt;KLHL15;WAHR;HEK293T;sorbitol;pl;6;bp_pl_fanci;7;medium
HeLa_ars_G3BP1_fanci_wt;KLHL15;WAHR;HeLa;arsenite;fanci;6;bp_pl_fanci;7;medium
HeLa_heat_G3BP1_fanci_wt;KLHL15;WAHR;HeLa;heatshock;fanci;6;bp_pl_fanci;7;medium
HeLa_osm_G3BP1_fanci_wt;KLHL15;WAHR;HeLa;osmosis;fanci;6;bp_pl_fanci;7;medium
HeLa_UV_G3BP1_fanci_wt;KLHL15;WAHR;HeLa;UV-light;fanci;6;bp_pl_fanci;7;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;KLHL15;WAHR;SK-N-BE;arsenite;bp;6;bp_pl_fanci;7;medium
HeLa_ars_G3BP1_pic_wt;KLHL18;WAHR;HeLa;arsenite;pic;5;pl_pic_fanci;6;medium
HEK293T_heat_elF4A1_pl_wt;KLHL18;WAHR;HEK293T;heatshock;pl;5;pl_pic_fanci;6;medium
HeLa_ars_G3BP1_fanci_wt;KLHL18;WAHR;HeLa;arsenite;fanci;5;pl_pic_fanci;6;medium
HeLa_heat_G3BP1_fanci_wt;KLHL18;WAHR;HeLa;heatshock;fanci;5;pl_pic_fanci;6;medium
HeLa_osm_G3BP1_fanci_wt;KLHL18;WAHR;HeLa;osmosis;fanci;5;pl_pic_fanci;6;medium
U2OS_ars_G3BP1_pl_wt;KLHL2;WAHR;U-2 OS;arsenite;pl;13;bp_pl_fanci;14;high
U2OS_ars_G3BP1_bp_wt;KLHL2;WAHR;U-2 OS;arsenite;bp;13;bp_pl_fanci;14;high
U2OS_ars_PABPC1_bp_wt;KLHL2;WAHR;U-2 OS;arsenite;bp;13;bp_pl_fanci;14;high
U2OS_sorb_PABPC1_bp_G3BPko;KLHL2;WAHR;U-2 OS;sorbitol;bp;13;bp_pl_fanci;14;high
U2OS_sorb_G3BP1_bp_wt;KLHL2;WAHR;U-2 OS;sorbitol;bp;13;bp_pl_fanci;14;high
U2OS_virus_G3BP1_bp_wt;KLHL2;WAHR;U-2 OS;virus;bp;13;bp_pl_fanci;14;high
U251_ars_G3BP1_bp_wt;KLHL2;WAHR;U251;arsenite;bp;13;bp_pl_fanci;14;high
HeLa_ars_G3BP1_fanci_wt;KLHL2;WAHR;HeLa;arsenite;fanci;13;bp_pl_fanci;14;high
HeLa_heat_G3BP1_fanci_wt;KLHL2;WAHR;HeLa;heatshock;fanci;13;bp_pl_fanci;14;high
HeLa_UV_G3BP1_fanci_wt;KLHL2;WAHR;HeLa;UV-light;fanci;13;bp_pl_fanci;14;high
SKNBE_ars_G3BP1_bp_FUS;KLHL2;WAHR;SK-N-BE;arsenite;bp;13;bp_pl_fanci;14;high
SKNBE_ars_G3BP1_bp_FUS-P525L;KLHL2;WAHR;SK-N-BE;arsenite;bp;13;bp_pl_fanci;14;high
SMMC_ars_G3BP1_bp_wt;KLHL2;WAHR;SMMC-7721;arsenite;bp;13;bp_pl_fanci;14;high
Tcell_stim_G3BP1_bp_wt;KLHL20;WAHR;T cell;stimulation;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;KLHL21;WAHR;T cell;stimulation;bp;7;bp_fanci;8;medium
U2OS_ars__EDC3_bp;KLHL21;WAHR;U-2 OS;arsenite;bp;7;bp_fanci;8;medium
U2OS_ars_PABPC1_bp_wt;KLHL21;WAHR;U-2 OS;arsenite;bp;7;bp_fanci;8;medium
HeLa_heat_G3BP1_fanci_wt;KLHL21;WAHR;HeLa;heatshock;fanci;7;bp_fanci;8;medium
HeLa_osm_G3BP1_fanci_wt;KLHL21;WAHR;HeLa;osmosis;fanci;7;bp_fanci;8;medium
SKNBE_ars_G3BP1_bp_FUS;KLHL21;WAHR;SK-N-BE;arsenite;bp;7;bp_fanci;8;medium
SMMC_ars_G3BP1_bp_wt;KLHL21;WAHR;SMMC-7721;arsenite;bp;7;bp_fanci;8;medium
Tcell_stim_G3BP1_bp_wt;KLHL22;WAHR;T cell;stimulation;bp;1;bp;1;low
HeLa_ars_G3BP1_fanci_wt;KLHL23;WAHR;HeLa;arsenite;fanci;4;fanci;4;medium
HeLa_heat_G3BP1_fanci_wt;KLHL23;WAHR;HeLa;heatshock;fanci;4;fanci;4;medium
HeLa_osm_G3BP1_fanci_wt;KLHL23;WAHR;HeLa;osmosis;fanci;4;fanci;4;medium
HeLa_UV_G3BP1_fanci_wt;KLHL23;WAHR;HeLa;UV-light;fanci;4;fanci;4;medium
Tcell_stim_G3BP1_bp_wt;KLHL24;WAHR;T cell;stimulation;bp;7;bp_fanci;8;medium
HeLa_ars_G3BP1_fanci_wt;KLHL24;WAHR;HeLa;arsenite;fanci;7;bp_fanci;8;medium
HeLa_heat_G3BP1_fanci_wt;KLHL24;WAHR;HeLa;heatshock;fanci;7;bp_fanci;8;medium
HeLa_osm_G3BP1_fanci_wt;KLHL24;WAHR;HeLa;osmosis;fanci;7;bp_fanci;8;medium
HeLa_UV_G3BP1_fanci_wt;KLHL24;WAHR;HeLa;UV-light;fanci;7;bp_fanci;8;medium
SKNBE_ars_G3BP1_bp_FUS;KLHL24;WAHR;SK-N-BE;arsenite;bp;7;bp_fanci;8;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;KLHL24;WAHR;SK-N-BE;arsenite;bp;7;bp_fanci;8;medium
Tcell_stim_G3BP1_bp_wt;KLHL25;WAHR;T cell;stimulation;bp;2;bp;2;low
U2OS_ars__EDC3_bp;KLHL25;WAHR;U-2 OS;arsenite;bp;2;bp;2;low
Tcell_stim_G3BP1_bp_wt;KLHL26;WAHR;T cell;stimulation;bp;1;bp;1;low
HeLa_ars_G3BP1_fanci_wt;KLHL28;WAHR;HeLa;arsenite;fanci;6;bp_fanci;7;medium
HeLa_heat_G3BP1_fanci_wt;KLHL28;WAHR;HeLa;heatshock;fanci;6;bp_fanci;7;medium
HeLa_osm_G3BP1_fanci_wt;KLHL28;WAHR;HeLa;osmosis;fanci;6;bp_fanci;7;medium
HeLa_UV_G3BP1_fanci_wt;KLHL28;WAHR;HeLa;UV-light;fanci;6;bp_fanci;7;medium
SKNBE_ars_G3BP1_bp_FUS;KLHL28;WAHR;SK-N-BE;arsenite;bp;6;bp_fanci;7;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;KLHL28;WAHR;SK-N-BE;arsenite;bp;6;bp_fanci;7;medium
U2OS_ars_G3BP1_bp_wt;KLHL29;WAHR;U-2 OS;arsenite;bp;8;bp_pl;9;medium
U2OS_ars_PABPC1_bp_wt;KLHL29;WAHR;U-2 OS;arsenite;bp;8;bp_pl;9;medium
U2OS_sorb_PABPC1_bp_wt;KLHL29;WAHR;U-2 OS;sorbitol;bp;8;bp_pl;9;medium
U2OS_sorb_PABPC1_bp_G3BPko;KLHL29;WAHR;U-2 OS;sorbitol;bp;8;bp_pl;9;medium
U2OS_sorb_G3BP1_bp_wt;KLHL29;WAHR;U-2 OS;sorbitol;bp;8;bp_pl;9;medium
U2OS_virus_G3BP1_bp_wt;KLHL29;WAHR;U-2 OS;virus;bp;8;bp_pl;9;medium
HEK293T_hip_elF4A1_pl_wt;KLHL29;WAHR;HEK293T;hippuristanol;pl;8;bp_pl;9;medium
SKNBE_ars_G3BP1_bp_FUS;KLHL29;WAHR;SK-N-BE;arsenite;bp;8;bp_pl;9;medium
Tcell_stim_G3BP1_bp_wt;KLHL3;WAHR;T cell;stimulation;bp;6;bp_fanci;7;medium
U2OS_virus_G3BP1_bp_wt;KLHL3;WAHR;U-2 OS;virus;bp;6;bp_fanci;7;medium
HeLa_heat_G3BP1_fanci_wt;KLHL3;WAHR;HeLa;heatshock;fanci;6;bp_fanci;7;medium
HeLa_UV_G3BP1_fanci_wt;KLHL3;WAHR;HeLa;UV-light;fanci;6;bp_fanci;7;medium
SKNBE_ars_G3BP1_bp_FUS;KLHL3;WAHR;SK-N-BE;arsenite;bp;6;bp_fanci;7;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;KLHL3;WAHR;SK-N-BE;arsenite;bp;6;bp_fanci;7;medium
HEK293T_hip_elF4A1_pl_wt;KLHL32;WAHR;HEK293T;hippuristanol;pl;1;pl;1;low
Tcell_stim_G3BP1_bp_wt;KLHL36;WAHR;T cell;stimulation;bp;9;bp_fanci;10;high
U2OS_ars__EDC3_bp;KLHL36;WAHR;U-2 OS;arsenite;bp;9;bp_fanci;10;high
U2OS_ars_PABPC1_bp_wt;KLHL36;WAHR;U-2 OS;arsenite;bp;9;bp_fanci;10;high
HeLa_ars_G3BP1_fanci_wt;KLHL36;WAHR;HeLa;arsenite;fanci;9;bp_fanci;10;high
HeLa_heat_G3BP1_fanci_wt;KLHL36;WAHR;HeLa;heatshock;fanci;9;bp_fanci;10;high
HeLa_osm_G3BP1_fanci_wt;KLHL36;WAHR;HeLa;osmosis;fanci;9;bp_fanci;10;high
SKNBE_ars_G3BP1_bp_FUS;KLHL36;WAHR;SK-N-BE;arsenite;bp;9;bp_fanci;10;high
SKNBE_ars_G3BP1_bp_FUS-P525L;KLHL36;WAHR;SK-N-BE;arsenite;bp;9;bp_fanci;10;high
SMMC_ars_G3BP1_bp_wt;KLHL36;WAHR;SMMC-7721;arsenite;bp;9;bp_fanci;10;high
HEK293T_hip_elF4A1_pl_wt;KLHL41;WAHR;HEK293T;hippuristanol;pl;1;pl;1;low
HeLa_ars_G3BP1_fanci_wt;KLHL42;WAHR;HeLa;arsenite;fanci;4;bp_fanci;5;medium
HeLa_heat_G3BP1_fanci_wt;KLHL42;WAHR;HeLa;heatshock;fanci;4;bp_fanci;5;medium
HeLa_osm_G3BP1_fanci_wt;KLHL42;WAHR;HeLa;osmosis;fanci;4;bp_fanci;5;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;KLHL42;WAHR;SK-N-BE;arsenite;bp;4;bp_fanci;5;medium
U2OS_ars_G3BP1_pl_wt;KLHL5;WAHR;U-2 OS;arsenite;pl;7;bp_pl_fanci;8;medium
U251_ars_G3BP1_bp_wt;KLHL5;WAHR;U251;arsenite;bp;7;bp_pl_fanci;8;medium
HeLa_ars_G3BP1_fanci_wt;KLHL5;WAHR;HeLa;arsenite;fanci;7;bp_pl_fanci;8;medium
HeLa_heat_G3BP1_fanci_wt;KLHL5;WAHR;HeLa;heatshock;fanci;7;bp_pl_fanci;8;medium
HeLa_osm_G3BP1_fanci_wt;KLHL5;WAHR;HeLa;osmosis;fanci;7;bp_pl_fanci;8;medium
HeLa_UV_G3BP1_fanci_wt;KLHL5;WAHR;HeLa;UV-light;fanci;7;bp_pl_fanci;8;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;KLHL5;WAHR;SK-N-BE;arsenite;bp;7;bp_pl_fanci;8;medium
Tcell_stim_G3BP1_bp_wt;KLHL6;WAHR;T cell;stimulation;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;KLHL7;WAHR;T cell;stimulation;bp;4;bp_fanci;5;medium
HeLa_ars_G3BP1_fanci_wt;KLHL7;WAHR;HeLa;arsenite;fanci;4;bp_fanci;5;medium
HeLa_heat_G3BP1_fanci_wt;KLHL7;WAHR;HeLa;heatshock;fanci;4;bp_fanci;5;medium
HeLa_UV_G3BP1_fanci_wt;KLHL7;WAHR;HeLa;UV-light;fanci;4;bp_fanci;5;medium
HeLa_ars_G3BP1_fanci_wt;KLHL8;WAHR;HeLa;arsenite;fanci;5;bp_fanci;6;medium
HeLa_heat_G3BP1_fanci_wt;KLHL8;WAHR;HeLa;heatshock;fanci;5;bp_fanci;6;medium
HeLa_osm_G3BP1_fanci_wt;KLHL8;WAHR;HeLa;osmosis;fanci;5;bp_fanci;6;medium
HeLa_UV_G3BP1_fanci_wt;KLHL8;WAHR;HeLa;UV-light;fanci;5;bp_fanci;6;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;KLHL8;WAHR;SK-N-BE;arsenite;bp;5;bp_fanci;6;medium
HEK293T_sorb_G3BP1_pl_wt;KLHL9;WAHR;HEK293T;sorbitol;pl;7;bp_pl_fanci;8;medium
U2OS_ars_G3BP1_pl_wt;KLHL9;WAHR;U-2 OS;arsenite;pl;7;bp_pl_fanci;8;medium
Tcell_stim_G3BP1_bp_wt;KLHL9;WAHR;T cell;stimulation;bp;7;bp_pl_fanci;8;medium
HeLa_ars_G3BP1_fanci_wt;KLHL9;WAHR;HeLa;arsenite;fanci;7;bp_pl_fanci;8;medium
HeLa_heat_G3BP1_fanci_wt;KLHL9;WAHR;HeLa;heatshock;fanci;7;bp_pl_fanci;8;medium
HeLa_osm_G3BP1_fanci_wt;KLHL9;WAHR;HeLa;osmosis;fanci;7;bp_pl_fanci;8;medium
HeLa_UV_G3BP1_fanci_wt;KLHL9;WAHR;HeLa;UV-light;fanci;7;bp_pl_fanci;8;medium
